user_id,item_id,cat_id,seller_id,brand_id,action_type,time
328862,601596,737,2479,5553.0,0,2018-07-12 23:22:01.139197212
328862,839044,1326,2479,5553.0,0,2018-07-12 13:18:51.114816404
328862,469250,407,4109,511.0,0,2018-07-08 19:34:17.344032112
328862,745630,1604,3354,883.0,0,2018-06-01 20:14:25.086599455
328862,105408,821,1138,4104.0,0,2018-08-20 09:57:34.734769576
328862,745,1577,1138,4104.0,0,2018-08-20 16:55:24.045394874
328862,639055,1397,1138,4104.0,0,2018-08-20 09:35:14.453733126
328862,698318,737,3459,2683.0,0,2018-10-22 16:34:25.475853907
328862,1021984,1525,2667,4926.0,2,2018-08-10 17:48:20.977500625
328862,1021984,1525,2667,4926.0,0,2018-08-10 17:19:46.121601404
328862,326321,1326,3459,2683.0,0,2018-10-22 20:54:13.973564028
328862,161902,662,1102,1214.0,0,2018-06-11 08:52:50.555661254
328862,698318,737,3459,2683.0,0,2018-10-22 08:55:41.877861709
328862,119898,602,420,4953.0,0,2018-08-26 16:48:52.114361282
328862,189490,662,3828,1446.0,0,2018-07-28 12:54:27.281898740
328862,372369,1397,3828,1446.0,0,2018-07-28 11:24:58.804543268
328862,108287,1271,437,801.0,0,2018-05-28 22:27:54.033331816
328862,455221,1271,437,801.0,0,2018-05-28 09:07:52.395150431
328862,693014,1188,3679,8461.0,2,2018-06-21 13:22:43.718684567
328862,693014,1188,3679,8461.0,0,2018-06-21 21:48:40.081115138
328862,693014,1188,3679,8461.0,0,2018-06-21 08:52:44.160796702
328862,845746,464,1742,7885.0,2,2018-05-25 15:39:23.784163107
328862,477050,662,1138,4104.0,0,2018-07-28 12:45:41.308356797
328862,482931,1591,1138,4104.0,0,2018-07-28 20:10:36.696468780
328862,482931,1591,1138,4104.0,0,2018-07-28 12:57:51.074994264
328862,665481,1397,3828,1446.0,0,2018-07-28 10:26:31.787595937
328862,694607,662,3828,1446.0,0,2018-07-28 12:56:50.898889656
328862,694607,662,3828,1446.0,0,2018-07-28 13:10:01.217023049
328862,1002584,302,3828,1446.0,0,2018-07-28 23:59:42.646863435
328862,952255,662,1138,4104.0,0,2018-07-28 13:59:32.700594288
328862,636524,1591,1138,4104.0,0,2018-07-28 14:37:09.845094490
328862,218097,662,3354,883.0,0,2018-07-28 19:43:51.400226257
328862,234418,464,3373,5148.0,0,2018-05-25 17:17:53.844630595
328862,172370,464,3373,5148.0,0,2018-05-25 19:09:18.952569447
328862,723943,821,3828,1446.0,0,2018-07-28 22:19:30.497160618
328862,1002584,302,3828,1446.0,0,2018-07-28 13:53:19.519913712
328862,853549,1591,1138,4104.0,0,2018-07-28 18:16:28.204719389
328862,456203,662,3828,1446.0,0,2018-07-28 19:11:58.576071207
328862,18691,384,3828,1446.0,0,2018-07-28 22:45:39.523573670
328862,456185,1397,3828,1446.0,0,2018-07-28 14:36:38.509381414
328862,881947,662,1138,4104.0,0,2018-07-28 16:03:24.327316085
328862,636510,1095,3828,1446.0,0,2018-07-28 13:52:53.873067269
328862,209591,821,1138,4104.0,0,2018-07-28 12:08:33.741708073
328862,881947,662,1138,4104.0,0,2018-07-28 12:17:46.450099955
328862,611865,387,1138,4104.0,0,2018-07-28 18:35:15.599159979
328862,785616,302,4173,5376.0,0,2018-06-05 13:40:12.929565989
234512,1106076,992,3783,8165.0,0,2018-10-16 21:00:32.632502474
234512,146770,1173,693,3186.0,0,2018-06-25 14:24:54.485447444
234512,137298,1432,3271,6957.0,2,2018-11-11 15:24:13.598351326
234512,671367,737,556,4252.0,0,2018-06-16 18:47:28.796946868
234512,137298,1432,3271,6957.0,0,2018-11-11 12:04:14.597688826
234512,524779,389,4655,3157.0,0,2018-11-11 15:56:29.194001540
234512,137298,1432,3271,6957.0,0,2018-11-11 16:28:39.471169729
234512,601567,1553,4475,3174.0,0,2018-10-17 21:13:50.845750165
234512,585039,825,800,6326.0,2,2018-11-10 08:07:01.824666400
234512,758374,1129,3205,2270.0,0,2018-11-09 08:21:52.736602178
234512,233274,825,800,6326.0,0,2018-11-10 05:42:14.605472797
356311,422447,1577,2213,6946.0,0,2018-10-30 04:41:57.376344638
356311,1099295,1129,2213,6946.0,0,2018-10-30 17:32:51.573036443
356311,708413,1172,2425,3542.0,0,2018-09-17 22:57:29.781209408
356311,873338,1172,1040,4916.0,0,2018-09-17 15:01:11.545149811
356311,819981,1431,4707,1176.0,0,2018-09-05 19:13:23.634243950
356311,861447,1505,331,4094.0,0,2018-06-09 14:40:49.345906008
356311,179274,833,3149,5388.0,0,2018-08-23 20:07:27.596274261
356311,199193,821,2333,3950.0,0,2018-07-01 15:06:53.354315127
356311,1016560,1129,1138,4104.0,0,2018-11-08 21:05:25.304884413
356311,391988,1112,4186,6035.0,0,2018-06-05 14:21:16.964557687
356311,202490,1112,4186,6035.0,0,2018-06-05 01:56:30.116104736
356311,758374,1129,3205,2270.0,0,2018-11-11 17:43:28.509175409
356311,601949,1505,2768,7735.0,0,2018-06-04 08:08:43.169920758
356311,424232,1505,2768,7735.0,0,2018-06-04 23:40:02.347006029
356311,371923,1505,2768,7735.0,0,2018-06-04 10:11:15.580688688
356311,125829,1505,2768,7735.0,0,2018-06-04 17:05:54.302640073
356311,1017725,821,2768,7735.0,0,2018-06-04 08:31:55.664756575
356311,1017725,821,2768,7735.0,0,2018-06-04 15:08:54.662411780
356311,238223,229,4650,2453.0,0,2018-08-07 16:20:10.916078024
356311,335377,1129,3028,4608.0,0,2018-11-11 20:23:00.396393044
356311,998103,1129,3205,2270.0,0,2018-11-11 12:42:12.806574744
356311,685857,1129,2213,6946.0,0,2018-11-11 05:03:56.481697637
356311,830436,1129,3205,2270.0,0,2018-11-11 19:50:58.300352675
356311,913290,1129,2213,6946.0,0,2018-11-11 20:07:54.502205986
356311,215289,1129,2213,6946.0,0,2018-11-11 21:56:57.090713129
356311,758374,1129,3205,2270.0,0,2018-11-11 22:03:15.682416058
356311,246033,664,1783,5041.0,2,2018-11-11 17:45:37.214535367
356311,269842,1129,2213,6946.0,0,2018-11-11 05:12:12.585561731
356311,269842,1129,2213,6946.0,0,2018-11-11 16:10:16.763301190
356311,931066,1129,3590,3815.0,0,2018-11-11 18:22:53.999127838
356311,492131,1389,2213,6946.0,0,2018-11-11 23:20:12.652410485
356311,805835,821,4949,706.0,0,2018-05-20 14:30:54.622866062
272389,807126,1181,1963,6109.0,0,2018-11-04 18:07:40.809265458
272389,1049137,384,1595,5800.0,0,2018-11-04 13:39:34.083964406
272389,587104,384,1595,5800.0,0,2018-11-04 11:08:20.941107413
272389,521434,384,1595,5800.0,0,2018-11-04 14:46:22.226918093
272389,1112375,1112,4186,6035.0,0,2018-11-11 23:51:17.732857603
139859,144011,4,2743,4475.0,0,2018-09-23 22:00:32.926057967
139859,141725,1349,802,2072.0,0,2018-08-09 10:05:55.771695071
139859,882631,1525,2365,7457.0,0,2018-07-16 20:56:28.338429071
139859,671759,1142,1487,6445.0,0,2018-11-11 22:39:10.806529352
139859,333159,662,683,2545.0,0,2018-11-11 04:42:16.637682223
139859,946684,464,1472,2871.0,0,2018-11-11 14:01:38.166570451
139859,620150,407,259,5014.0,0,2018-08-20 19:08:29.908073975
139859,290032,934,1778,5855.0,0,2018-07-30 08:20:36.388556660
139859,756365,602,2591,5120.0,0,2018-08-15 06:09:46.050237215
102269,222610,656,1890,5683.0,0,2018-11-11 16:56:23.258187380
102269,82939,1603,1000,6289.0,0,2018-11-11 12:30:53.117559072
102269,121940,1075,2545,2334.0,2,2018-11-11 18:07:40.325042052
102269,640887,656,2883,4380.0,0,2018-11-04 13:58:41.075438011
102269,479295,245,3144,4026.0,3,2018-05-30 11:35:33.746750769
102269,565145,1550,3144,4026.0,0,2018-05-30 23:27:27.622360488
102269,690620,766,1872,3474.0,0,2018-07-10 21:05:15.479344368
186568,384988,1328,2257,3155.0,2,2018-10-15 10:29:40.471229825
186568,924565,1147,4939,7455.0,0,2018-07-12 18:24:44.412038708
186568,562654,500,1337,4606.0,0,2018-09-27 14:19:37.255803507
186568,318277,664,2361,1714.0,2,2018-11-11 10:45:56.189031034
186568,783801,614,2361,1714.0,3,2018-10-18 09:14:39.664655527
186568,413584,1553,1393,4705.0,0,2018-11-05 08:21:35.045287608
186568,431722,247,682,390.0,0,2018-08-23 10:48:13.917479775
186568,632330,629,2677,1579.0,0,2018-11-02 17:51:19.846960897
186568,619445,1591,1393,4705.0,0,2018-11-02 14:57:52.866593796
186568,619445,1591,1393,4705.0,0,2018-11-02 18:17:39.160478861
186568,541476,389,2676,3997.0,0,2018-10-22 19:55:29.601981654
186568,218188,1553,2676,3997.0,0,2018-10-22 12:05:47.011835185
186568,720483,119,2575,7396.0,2,2018-10-08 20:19:52.807627486
186568,614255,351,3845,3156.0,0,2018-11-04 23:53:31.455791335
186568,101289,933,270,397.0,0,2018-11-04 15:59:54.355376321
186568,729209,1467,3409,5163.0,0,2018-10-28 17:53:20.774819509
186568,152749,780,1703,3730.0,0,2018-10-08 17:57:43.953841384
186568,853621,1362,1831,7521.0,0,2018-09-11 23:43:22.551200163
186568,853621,1362,1831,7521.0,0,2018-09-11 08:42:47.042776673
186568,562654,500,1337,4606.0,3,2018-09-26 04:59:50.907339047
186568,1004069,707,4549,8150.0,0,2018-06-24 13:10:29.842646128
186568,1004069,707,4549,8150.0,0,2018-06-24 11:12:25.644841523
186568,830098,517,2374,6657.0,3,2018-10-14 01:56:55.208881932
186568,284832,1561,1338,4740.0,0,2018-09-23 17:28:12.961963421
186568,980619,563,3930,8473.0,2,2018-08-31 14:04:35.772008183
186568,990726,600,2792,2431.0,2,2018-10-11 09:43:58.013346613
186568,990726,600,2792,2431.0,0,2018-10-11 03:36:46.792030883
186568,783408,1505,790,384.0,0,2018-06-25 07:01:12.771219051
186568,720483,119,2575,7396.0,3,2018-10-07 18:45:40.912972966
186568,183877,683,4333,4682.0,0,2018-11-07 18:17:21.027624408
186568,486629,1658,1986,2158.0,0,2018-10-07 22:49:55.325832771
186568,886415,196,848,1221.0,0,2018-07-21 13:24:07.617941400
186568,639783,1401,3214,1887.0,0,2018-09-24 10:05:48.221668222
186568,1004069,707,4549,8150.0,2,2018-06-25 13:05:59.638964731
186568,1045969,235,279,5472.0,0,2018-10-25 23:01:47.323642429
186568,1045969,235,279,5472.0,2,2018-10-25 16:44:01.544650141
186568,161632,896,4966,3467.0,2,2018-10-30 17:37:10.338553712
186568,835159,614,399,4950.0,2,2018-11-01 12:16:41.893954577
186568,576141,500,3017,7703.0,0,2018-11-01 16:32:57.538969807
186568,384134,993,4267,6046.0,0,2018-11-01 08:42:29.239676327
186568,161632,896,4966,3467.0,0,2018-10-30 10:51:45.231762801
186568,937008,1238,3990,5644.0,0,2018-05-23 20:37:52.094928499
186568,181387,1175,3144,4026.0,3,2018-11-08 22:25:18.225489016
186568,541476,389,2676,3997.0,0,2018-09-30 21:31:59.066205748
186568,541476,389,2676,3997.0,0,2018-09-30 20:19:10.017496209
186568,840624,1591,4321,2018.0,0,2018-08-17 19:25:52.459135800
186568,1104653,898,4950,2946.0,0,2018-05-23 18:31:09.617251056
186568,1039510,1401,192,5638.0,0,2018-09-25 13:38:20.097487115
149002,291706,1228,3647,3019.0,0,2018-06-03 11:19:25.059340436
149002,282,885,3791,1500.0,0,2018-11-11 18:37:01.986212107
149002,989660,577,3791,1500.0,0,2018-11-11 22:09:47.605930269
149002,536300,885,3791,1500.0,0,2018-11-11 19:01:41.311984650
149002,754044,1213,3736,3125.0,0,2018-05-21 18:39:57.947209244
149002,989660,577,3791,1500.0,2,2018-11-11 23:34:49.082969665
149002,768559,577,3791,7793.0,0,2018-11-07 21:32:05.101093264
149002,293327,368,3791,6762.0,0,2018-11-07 18:53:17.619695884
149002,437598,407,215,3969.0,2,2018-09-15 12:29:07.155490692
149002,268786,1213,4766,4360.0,0,2018-09-17 20:49:38.440111182
149002,382528,1174,965,3791.0,0,2018-06-23 23:40:24.318853560
149002,1099253,1668,4091,3457.0,2,2018-06-23 16:13:38.085250412
149002,670204,1213,4766,4360.0,0,2018-09-17 14:40:46.506384760
149002,606985,1329,3521,2276.0,2,2018-10-20 13:18:38.252790018
149002,774685,707,2681,1305.0,3,2018-11-03 17:32:49.259416297
149002,382222,707,1997,1415.0,0,2018-07-07 08:38:12.495851475
149002,291706,1228,3647,3019.0,0,2018-05-22 12:16:57.696336245
149002,291706,1228,3647,3019.0,0,2018-05-22 22:41:01.828271346
92396,638626,22,2420,8037.0,0,2018-06-22 13:25:13.819417737
92396,526162,1544,3144,4026.0,0,2018-06-13 14:20:37.755557638
92396,605215,1505,3760,3738.0,0,2018-08-28 06:15:42.830109001
92396,913181,1577,967,760.0,0,2018-08-16 16:03:58.583536370
92396,998982,1389,967,760.0,2,2018-08-16 11:29:46.365896527
92396,549956,1389,967,760.0,0,2018-08-16 20:17:25.163843924
92396,316514,1401,4170,3964.0,2,2018-11-11 19:40:55.784802040
92396,1043094,1260,2677,1579.0,0,2018-11-11 21:47:58.481697891
92396,997507,1174,2677,1579.0,0,2018-11-11 16:51:57.468649572
92396,953159,420,2677,1579.0,0,2018-11-11 23:29:17.333641424
92396,997507,1174,2677,1579.0,0,2018-11-11 07:21:01.720142873
92396,436099,1505,2638,7157.0,0,2018-08-20 23:08:03.703861080
92396,750390,662,1815,7169.0,0,2018-10-12 18:55:33.481624335
92396,416194,1561,4926,5421.0,0,2018-05-27 14:53:52.980656711
92396,429903,662,3760,3738.0,0,2018-07-18 20:57:38.276873600
92396,280955,662,3445,2387.0,0,2018-07-11 21:52:21.147038610
92396,722907,1593,1274,3746.0,0,2018-11-10 00:37:59.560187539
92396,413046,1129,3205,2270.0,0,2018-11-10 23:54:15.770335741
92396,868399,695,1269,404.0,0,2018-05-27 15:16:51.886065257
92396,352390,683,2657,4682.0,0,2018-05-25 22:39:32.816198028
92396,341559,451,550,1693.0,0,2018-07-01 23:09:16.718603216
92396,802458,662,554,6154.0,0,2018-06-26 18:26:49.675782269
92396,962370,1467,1923,4184.0,0,2018-06-26 18:26:42.759232886
92396,631755,1271,1923,4184.0,0,2018-06-26 23:56:38.822903883
92396,888466,1577,414,4299.0,0,2018-08-29 08:28:15.409708980
92396,385046,1397,625,752.0,0,2018-10-25 08:49:43.590470631
92396,549837,1095,3200,3751.0,0,2018-09-18 12:27:24.732845239
37908,704096,656,2883,4380.0,0,2018-11-11 23:26:24.060489543
37908,856349,656,4432,1209.0,0,2018-11-11 23:41:32.187751360
37908,918243,656,4257,6742.0,0,2018-11-11 18:26:46.116138299
37908,330097,656,2883,4380.0,2,2018-11-11 18:23:32.963571067
37908,388196,252,4205,928.0,0,2018-06-06 12:50:50.347080249
37908,304761,1432,323,320.0,0,2018-06-18 10:48:37.764562715
37908,198692,407,1238,4776.0,0,2018-06-06 21:27:56.766620487
37908,333915,1113,1361,7365.0,0,2018-07-04 17:48:05.751494900
37908,193088,1023,3686,7713.0,0,2018-05-20 18:42:56.606472175
66012,867263,605,1752,6976.0,2,2018-11-11 21:54:30.418110737
66012,780658,1516,1752,6976.0,0,2018-11-11 15:19:23.577182808
66012,977920,629,1,1662.0,0,2018-11-11 19:19:57.349343537
66012,67897,1349,184,1360.0,0,2018-11-09 22:57:31.638500212
66012,221667,620,1989,1954.0,0,2018-11-09 15:41:55.171358947
66012,1017616,838,4981,6831.0,0,2018-09-16 21:26:56.768977236
66012,195714,1213,1200,2276.0,2,2018-07-28 15:32:27.600958778
66012,1027943,838,4981,6831.0,0,2018-09-16 16:48:33.136529802
66012,285139,1500,218,3574.0,0,2018-10-07 15:52:52.496808078
66012,654799,267,396,2834.0,0,2018-10-19 14:13:38.301693079
2859,741961,898,4950,2946.0,0,2018-05-24 07:00:31.701731949
2859,798159,898,296,2946.0,0,2018-05-24 23:55:04.426635024
2859,223097,420,2956,4290.0,0,2018-07-15 18:42:27.503404665
2859,735498,656,3773,3718.0,3,2018-11-11 06:18:24.764996360
2859,775698,720,2076,1283.0,0,2018-11-11 22:46:20.941132131
2859,170750,1152,2084,606.0,0,2018-11-11 07:37:26.423240621
2859,966948,629,1,1662.0,0,2018-11-11 14:28:37.149071151
2859,581038,267,54,7076.0,2,2018-11-11 16:47:36.036796910
2859,325859,1371,1269,5416.0,0,2018-11-11 03:16:15.812086118
2859,125904,1500,3846,1578.0,0,2018-10-31 06:38:47.256640994
2859,264130,180,4512,6927.0,0,2018-08-20 14:46:19.007604614
2859,783631,1252,2375,2470.0,0,2018-08-20 21:52:56.860454091
2859,755957,180,4512,6927.0,3,2018-08-20 11:55:27.693850678
2859,759442,420,1784,7936.0,0,2018-07-03 17:43:58.083043418
2859,319891,683,1784,7936.0,0,2018-07-03 22:04:18.534884663
2859,597616,1611,4127,4874.0,2,2018-10-24 12:43:28.551114754
2859,81862,1611,4127,4874.0,0,2018-11-07 19:09:57.883130810
2859,916938,387,40,2319.0,0,2018-11-07 19:26:51.536365440
2859,1089049,656,4257,6742.0,0,2018-11-07 22:30:21.753606516
2859,613801,387,1998,5665.0,0,2018-11-07 13:45:42.169247253
2859,597616,1611,4127,4874.0,0,2018-10-24 11:17:49.629701971
2859,1599,180,1679,7931.0,0,2018-09-12 18:06:58.537975007
2859,1101304,302,1663,4874.0,0,2018-06-25 15:26:17.498183394
2859,964668,662,1663,4874.0,0,2018-06-25 18:39:21.990659966
2859,313025,302,1663,4874.0,0,2018-06-25 15:31:19.548501147
2859,468903,1553,266,299.0,0,2018-10-30 16:26:38.152725406
2859,174382,530,597,3021.0,0,2018-10-30 17:37:12.092416552
2859,452958,1109,2792,2431.0,2,2018-09-25 10:35:03.926302104
2859,720990,812,1849,5577.0,2,2018-09-13 06:38:29.162168837
2859,923725,629,4628,5773.0,0,2018-11-08 12:58:32.567268185
2859,1066192,302,1663,4874.0,0,2018-06-26 06:14:40.019987724
2859,466184,1271,1923,4184.0,0,2018-06-26 16:52:22.575089478
2859,1098972,812,1,1662.0,0,2018-06-06 06:45:43.746126201
2859,581038,267,54,7076.0,3,2018-11-06 13:15:19.998375164
2859,532181,1075,4555,4913.0,0,2018-07-20 10:15:06.172696021
2859,1021007,1326,3620,6118.0,0,2018-08-15 19:14:52.393603995
2859,1014766,180,2375,2470.0,0,2018-08-27 08:01:13.564333493
2859,399467,115,2783,6315.0,0,2018-08-12 16:38:24.600670744
2859,399467,115,2783,6315.0,0,2018-08-12 13:07:23.695391940
2859,985492,115,3091,4167.0,0,2018-08-12 10:07:02.244252678
2859,327754,1389,3649,7333.0,0,2018-11-03 12:56:20.222796043
2859,944778,351,840,2668.0,0,2018-07-23 20:17:11.473858632
2859,291294,420,2928,4290.0,0,2018-06-23 15:35:25.560267669
2859,1599,180,1679,7931.0,0,2018-09-09 07:13:09.197878294
2859,1101304,302,1663,4874.0,0,2018-06-27 18:02:31.173894657
2859,862433,351,840,2668.0,0,2018-07-23 07:09:39.775984034
2859,244595,420,2928,4290.0,0,2018-06-23 10:17:23.598952509
2859,654671,1174,3226,5228.0,0,2018-10-16 09:05:26.881267912
2859,551228,1174,1236,1995.0,3,2018-10-16 05:44:11.943326389
2859,83562,267,1609,6326.0,0,2018-10-08 10:13:27.175930263
2859,490168,662,1663,4874.0,0,2018-06-22 15:09:41.347864838
153790,732760,1467,2781,6742.0,0,2018-11-06 19:26:13.586017485
153790,881383,1112,794,3687.0,0,2018-11-06 20:46:16.757460167
153790,59658,786,2374,1866.0,0,2018-11-06 21:25:21.283926708
153790,1088818,664,2818,4292.0,0,2018-11-06 20:34:36.595986422
153790,215089,1174,2677,1579.0,0,2018-09-04 02:13:43.568810605
153790,418361,800,3235,5817.0,2,2018-10-09 19:31:18.643843826
153790,618183,812,3893,2927.0,0,2018-07-06 19:13:56.999722961
153790,507976,166,1690,3535.0,0,2018-11-01 23:12:40.832131725
153790,1073472,1200,2926,4358.0,0,2018-06-04 18:14:43.291843238
153790,104221,1644,853,7072.0,0,2018-07-21 13:12:52.050280639
153790,282291,1644,853,7072.0,0,2018-07-21 15:45:19.742618622
153790,480096,898,4289,2208.0,0,2018-11-11 22:15:20.654705149
153790,710302,1467,2781,5683.0,2,2018-11-11 16:15:11.852541480
153790,705878,1467,2781,5683.0,0,2018-11-11 19:28:17.851848843
153790,495879,1644,853,7072.0,0,2018-07-21 18:56:34.464411017
153790,209679,1238,158,99.0,0,2018-11-10 16:06:15.051011970
153790,209679,1238,158,99.0,0,2018-11-10 21:00:48.634295876
153790,705878,1467,2781,5683.0,0,2018-11-10 16:47:14.678755007
153790,702370,1100,4918,3535.0,0,2018-06-15 23:17:45.410745157
153790,710302,1467,2781,5683.0,0,2018-11-10 11:53:33.813555030
153790,209679,1238,158,99.0,0,2018-11-10 13:48:57.502762658
153790,579254,747,964,8397.0,0,2018-08-13 22:57:31.214311389
153790,921985,1100,4918,3535.0,0,2018-05-26 18:38:31.001261057
153790,901101,1656,638,1444.0,0,2018-05-26 16:14:07.998621040
153790,1047486,962,2193,2269.0,0,2018-11-04 08:08:58.128412732
153790,779949,1453,305,7744.0,0,2018-11-04 20:00:37.033176371
153790,582176,555,2418,6652.0,0,2018-11-04 21:59:22.133675709
153790,88361,484,1641,5067.0,0,2018-11-06 21:14:06.308862033
26516,778415,1401,3326,6585.0,0,2018-10-25 19:34:35.586755585
26516,350413,993,3326,6585.0,0,2018-10-25 07:35:35.709387069
26516,846183,993,3326,6585.0,0,2018-10-25 13:34:17.697820375
26516,519763,683,192,5638.0,0,2018-10-25 09:06:49.529124604
26516,442084,192,3326,6585.0,0,2018-10-25 15:59:08.027687417
26516,864684,177,2565,8149.0,0,2018-11-01 09:32:32.371477685
26516,712042,497,1892,6585.0,0,2018-10-26 19:20:14.028084276
26516,864684,177,2565,8149.0,0,2018-10-26 12:54:54.200766392
26516,712042,497,1892,6585.0,0,2018-10-26 02:17:58.711363129
26516,761074,993,4161,5812.0,0,2018-10-23 23:59:46.099351023
26516,201361,177,2565,8149.0,0,2018-10-26 13:03:11.241232958
26516,719522,177,2565,8149.0,0,2018-10-26 13:57:42.391154371
26516,71357,331,1892,6585.0,0,2018-10-26 20:24:45.785362234
26516,712042,497,1892,6585.0,0,2018-10-26 13:01:07.732750344
26516,683349,1401,586,5579.0,0,2018-11-11 22:13:15.521717941
26516,384440,788,4161,5812.0,2,2018-11-11 23:07:57.721635594
26516,821639,331,4161,5812.0,0,2018-11-11 22:03:46.710354056
26516,66049,602,2403,8417.0,0,2018-11-11 21:37:10.884219948
26516,877454,331,4161,5812.0,0,2018-11-11 09:33:00.734325785
26516,352345,177,2565,8149.0,2,2018-11-11 14:43:25.494409011
26516,442084,192,3326,6585.0,0,2018-10-27 03:34:24.240778675
26516,269841,1401,586,5579.0,0,2018-11-05 15:11:55.544457212
26516,416965,1401,586,5579.0,0,2018-11-05 08:35:59.565785149
26516,758240,392,640,3650.0,0,2018-10-09 09:00:39.412962934
26516,985933,1401,586,5579.0,0,2018-11-05 15:13:37.020362319
26516,752195,1290,586,5579.0,0,2018-11-05 21:08:44.153838906
26516,369683,484,2722,5579.0,0,2018-11-05 20:07:35.034201675
26516,683349,1401,586,5579.0,0,2018-11-05 06:35:41.047695603
78617,1080760,1142,227,6997.0,0,2018-09-21 04:27:14.095523900
78617,74712,737,3484,8255.0,2,2018-07-29 20:12:16.718554417
78617,798006,1349,1921,8349.0,0,2018-07-23 15:49:11.778551598
78617,1087437,895,2445,2449.0,0,2018-11-11 19:43:50.896149839
78617,822352,1272,2106,1725.0,2,2018-08-12 20:09:15.018330270
78617,795232,664,3859,1552.0,2,2018-08-16 13:55:07.446916905
366342,787949,993,1892,6585.0,0,2018-11-10 17:11:21.607110263
366342,1076627,993,1892,6585.0,0,2018-11-10 15:21:45.979230598
366342,925737,125,1892,6585.0,0,2018-11-10 20:15:21.006553693
366342,1093392,993,1892,6585.0,0,2018-11-10 13:38:07.827351933
366342,86157,933,1892,6585.0,0,2018-11-10 21:15:00.218570061
366342,362953,351,1892,6585.0,0,2018-11-10 16:35:36.908369054
366342,885901,1401,1892,6585.0,0,2018-06-15 18:01:53.791438147
366342,885901,1401,1892,6585.0,0,2018-06-15 12:03:35.261779185
366342,1103738,1401,1892,6585.0,0,2018-06-15 11:44:47.795310383
366342,166387,351,1892,6585.0,0,2018-11-10 21:50:39.726671593
366342,487805,351,1892,6585.0,0,2018-11-10 23:06:21.573836295
366342,931684,993,1892,6585.0,0,2018-11-10 16:50:02.386996955
366342,298079,43,3326,6585.0,0,2018-11-10 20:13:16.173114077
366342,223476,788,1716,927.0,0,2018-06-15 22:26:49.601845178
366342,579022,1401,1892,6585.0,0,2018-11-10 19:01:34.086408446
366342,75602,499,1505,5472.0,0,2018-07-16 14:35:38.273281761
366342,673921,747,964,8397.0,0,2018-05-25 18:33:52.717549280
366342,331763,1656,638,1444.0,0,2018-07-16 23:20:12.960538695
366342,75602,499,1505,5472.0,2,2018-07-16 16:43:57.060271305
366342,934017,1357,3144,4026.0,0,2018-09-07 19:00:52.982985323
366342,893999,43,2954,1847.0,2,2018-11-11 12:25:48.953298536
366342,822957,747,2954,1847.0,2,2018-11-11 18:06:49.067554317
